chunking,embedding,query_id,recall@k,mrr,ndcg@k
sentence,openai-small,108,1.0,1.0,1.0
sentence,openai-small,109,1.0,1.0,1.0
sentence,openai-small,110,1.0,1.0,1.0
sentence,openai-small,111,1.0,1.0,1.0
sentence,openai-small,112,1.0,1.0,1.0
sentence,openai-small,113,1.0,0.5,0.6309297535714575
sentence,openai-small,114,1.0,1.0,1.0
sentence,openai-small,115,1.0,1.0,1.0
sentence,openai-small,116,1.0,1.0,1.0
sentence,openai-small,117,1.0,1.0,1.0
sentence,openai-small,118,1.0,1.0,1.0
sentence,openai-small,119,1.0,1.0,1.0
sentence,openai-small,120,1.0,1.0,1.0
sentence,openai-small,121,1.0,1.0,1.0
sentence,openai-small,122,1.0,1.0,1.0
sentence,openai-small,123,1.0,1.0,1.0
sentence,openai-small,124,1.0,1.0,1.0
sentence,openai-small,125,1.0,1.0,1.0
sentence,openai-small,126,1.0,1.0,1.0
sentence,openai-small,127,1.0,1.0,1.0
sentence,openai-small,128,1.0,1.0,1.0
sentence,openai-small,129,1.0,1.0,1.0
sentence,openai-small,130,1.0,1.0,1.0
sentence,openai-small,131,1.0,1.0,1.0
sentence,openai-small,132,1.0,1.0,1.0
sentence,openai-small,133,0.5,1.0,0.5413996682199069
sentence,openai-small,134,1.0,1.0,1.0
sentence,openai-small,135,1.0,1.0,1.0
sentence,openai-small,136,1.0,1.0,1.0
sentence,openai-small,137,1.0,1.0,1.0
sentence,openai-small,138,1.0,1.0,1.0
sentence,openai-small,139,1.0,1.0,1.0
sentence,openai-small,140,1.0,1.0,1.0
sentence,openai-small,141,1.0,1.0,0.8772153153380493
sentence,openai-small,142,1.0,1.0,1.0
sentence,openai-small,143,0.5,1.0,0.6131471927654584
sentence,openai-small,144,1.0,1.0,1.0
sentence,openai-small,145,1.0,1.0,1.0
sentence,openai-small,146,1.0,1.0,1.0
sentence,openai-small,147,1.0,1.0,1.0
sentence,openai-small,148,1.0,1.0,1.0
sentence,openai-small,149,1.0,1.0,1.0
sentence,openai-small,150,1.0,1.0,1.0
sentence,openai-small,151,1.0,1.0,1.0
sentence,openai-small,152,0.6666666666666666,1.0,0.6508205185601091
sentence,openai-small,153,1.0,1.0,1.0
sentence,openai-small,154,1.0,1.0,1.0
sentence,openai-small,155,1.0,1.0,1.0
sentence,openai-small,156,1.0,1.0,1.0
sentence,openai-small,157,1.0,1.0,1.0
sentence,openai-small,158,0.5,1.0,0.6131471927654584
sentence,openai-large,0,1.0,1.0,1.0
sentence,openai-large,1,1.0,1.0,1.0
sentence,openai-large,2,1.0,1.0,1.0
sentence,openai-large,3,1.0,1.0,1.0
sentence,openai-large,4,0.6666666666666666,1.0,0.7039180890341347
sentence,openai-large,5,1.0,1.0,1.0
sentence,openai-large,6,0.7142857142857143,1.0,1.0
sentence,openai-large,7,1.0,1.0,1.0
sentence,openai-large,8,1.0,1.0,1.0
sentence,openai-large,9,0.5,1.0,0.6131471927654584
sentence,openai-large,10,1.0,1.0,1.0
sentence,openai-large,11,1.0,1.0,1.0
sentence,openai-large,12,1.0,1.0,1.0
sentence,openai-large,13,1.0,0.5,0.6309297535714575
sentence,openai-large,14,1.0,1.0,0.8772153153380493
sentence,openai-large,15,0.2222222222222222,1.0,0.5087403079104241
sentence,openai-large,16,1.0,1.0,1.0
sentence,openai-large,17,1.0,1.0,0.8772153153380493
sentence,openai-large,18,1.0,1.0,1.0
sentence,openai-large,19,1.0,1.0,1.0
sentence,openai-large,20,0.6,0.5,0.4912596920895758
sentence,openai-large,21,1.0,1.0,1.0
sentence,openai-large,22,1.0,1.0,1.0
sentence,openai-large,23,1.0,1.0,1.0
sentence,openai-large,24,0.5,1.0,0.6131471927654584
sentence,openai-large,25,1.0,1.0,1.0
sentence,openai-large,26,1.0,0.5,0.6309297535714575
sentence,openai-large,27,1.0,1.0,1.0
sentence,openai-large,28,1.0,0.5,0.7328286204777911
sentence,openai-large,29,1.0,1.0,1.0
sentence,openai-large,30,1.0,0.5,0.7328286204777911
sentence,openai-large,31,1.0,1.0,1.0
sentence,openai-large,32,1.0,1.0,1.0
sentence,openai-large,33,1.0,1.0,1.0
sentence,openai-large,34,0.3333333333333333,1.0,0.46927872602275644
sentence,openai-large,35,1.0,1.0,1.0
sentence,openai-large,36,1.0,1.0,1.0
sentence,openai-large,37,1.0,1.0,1.0
sentence,openai-large,38,1.0,1.0,1.0
sentence,openai-large,39,1.0,1.0,1.0
sentence,openai-large,40,0.6,1.0,0.6548086577531307
sentence,openai-large,41,1.0,1.0,1.0
sentence,openai-large,42,1.0,1.0,1.0
sentence,openai-large,43,1.0,1.0,1.0
sentence,openai-large,44,1.0,1.0,1.0
sentence,openai-large,45,1.0,1.0,1.0
sentence,openai-large,46,0.6,1.0,0.6992148198508501
sentence,openai-large,47,1.0,1.0,1.0
sentence,openai-large,48,1.0,1.0,0.8772153153380493
sentence,openai-large,49,1.0,1.0,1.0
sentence,openai-large,50,1.0,1.0,1.0
sentence,openai-large,51,1.0,1.0,1.0
sentence,openai-large,52,1.0,1.0,1.0
sentence,openai-large,53,1.0,1.0,1.0
sentence,openai-large,54,1.0,1.0,1.0
sentence,openai-large,55,0.3333333333333333,1.0,0.5087403079104241
sentence,openai-large,56,1.0,1.0,1.0
sentence,openai-large,57,0.5,1.0,0.6131471927654584
sentence,openai-large,58,1.0,0.5,0.6309297535714575
sentence,openai-large,59,0.5714285714285714,1.0,0.8539316501572937
sentence,openai-large,60,0.3333333333333333,0.5,0.2960819109658652
sentence,openai-large,61,1.0,1.0,1.0
sentence,openai-large,62,1.0,1.0,0.9197207891481876
sentence,openai-large,63,1.0,1.0,1.0
sentence,openai-large,64,1.0,1.0,1.0
sentence,openai-large,65,1.0,1.0,1.0
sentence,openai-large,66,1.0,1.0,1.0
sentence,openai-large,67,1.0,1.0,1.0
sentence,openai-large,68,1.0,1.0,1.0
sentence,openai-large,69,1.0,1.0,1.0
sentence,openai-large,70,1.0,1.0,1.0
sentence,openai-large,71,1.0,1.0,1.0
sentence,openai-large,72,1.0,1.0,1.0
sentence,openai-large,73,1.0,1.0,1.0
sentence,openai-large,74,1.0,1.0,1.0
sentence,openai-large,75,0.5714285714285714,0.5,0.6608397947263839
sentence,openai-large,76,1.0,1.0,1.0
sentence,openai-large,77,1.0,1.0,1.0
sentence,openai-large,78,1.0,1.0,1.0
sentence,openai-large,79,0.5,1.0,0.6131471927654584
sentence,openai-large,80,1.0,1.0,1.0
sentence,openai-large,81,0.6666666666666666,1.0,0.7039180890341347
sentence,openai-large,82,1.0,1.0,1.0
sentence,openai-large,83,1.0,1.0,1.0
sentence,openai-large,84,1.0,1.0,1.0
sentence,openai-large,85,0.5,1.0,0.6131471927654584
sentence,openai-large,86,0.5,0.5,0.38685280723454163
sentence,openai-large,87,1.0,1.0,1.0
sentence,openai-large,88,1.0,1.0,0.8772153153380493
sentence,openai-large,89,1.0,0.3333333333333333,0.5
sentence,openai-large,90,1.0,1.0,1.0
sentence,openai-large,91,1.0,1.0,1.0
sentence,openai-large,92,1.0,1.0,1.0
sentence,openai-large,93,1.0,1.0,1.0
sentence,openai-large,94,1.0,1.0,1.0
sentence,openai-large,95,1.0,1.0,1.0
sentence,openai-large,96,1.0,1.0,1.0
sentence,openai-large,97,1.0,1.0,1.0
sentence,openai-large,98,1.0,1.0,1.0
sentence,openai-large,99,1.0,1.0,1.0
sentence,openai-large,100,1.0,1.0,1.0
sentence,openai-large,101,1.0,1.0,1.0
sentence,openai-large,102,1.0,1.0,1.0
sentence,openai-large,103,1.0,1.0,1.0
sentence,openai-large,104,1.0,1.0,1.0
sentence,openai-large,105,1.0,1.0,1.0
sentence,openai-large,106,1.0,1.0,1.0
sentence,openai-large,107,0.25,1.0,0.4703652827859579
sentence,openai-large,108,1.0,1.0,1.0
sentence,openai-large,109,1.0,1.0,1.0
sentence,openai-large,110,1.0,1.0,1.0
sentence,openai-large,111,1.0,1.0,1.0
sentence,openai-large,112,1.0,1.0,1.0
sentence,openai-large,113,1.0,1.0,1.0
sentence,openai-large,114,1.0,1.0,1.0
sentence,openai-large,115,1.0,1.0,1.0
sentence,openai-large,116,1.0,1.0,1.0
sentence,openai-large,117,1.0,1.0,1.0
sentence,openai-large,118,1.0,1.0,1.0
sentence,openai-large,119,1.0,1.0,1.0
sentence,openai-large,120,1.0,1.0,1.0
sentence,openai-large,121,1.0,0.25,0.43067655807339306
sentence,openai-large,122,1.0,1.0,1.0
sentence,openai-large,123,1.0,1.0,1.0
sentence,openai-large,124,1.0,1.0,1.0
sentence,openai-large,125,1.0,1.0,1.0
sentence,openai-large,126,1.0,1.0,1.0
sentence,openai-large,127,1.0,1.0,1.0
sentence,openai-large,128,1.0,1.0,1.0
sentence,openai-large,129,1.0,1.0,1.0
sentence,openai-large,130,1.0,1.0,1.0
sentence,openai-large,131,1.0,1.0,1.0
sentence,openai-large,132,1.0,1.0,1.0
sentence,openai-large,133,0.5,1.0,0.5585075862632192
sentence,openai-large,134,1.0,1.0,1.0
sentence,openai-large,135,1.0,1.0,1.0
sentence,openai-large,136,1.0,1.0,1.0
sentence,openai-large,137,1.0,1.0,1.0
sentence,openai-large,138,1.0,1.0,1.0
sentence,openai-large,139,1.0,1.0,1.0
sentence,openai-large,140,1.0,1.0,1.0
sentence,openai-large,141,1.0,1.0,0.8503449055347546
sentence,openai-large,142,1.0,1.0,1.0
sentence,openai-large,143,0.5,1.0,0.6131471927654584
sentence,openai-large,144,1.0,1.0,1.0
sentence,openai-large,145,1.0,1.0,1.0
sentence,openai-large,146,1.0,1.0,1.0
sentence,openai-large,147,1.0,1.0,1.0
sentence,openai-large,148,1.0,1.0,0.9197207891481876
sentence,openai-large,149,1.0,1.0,1.0
sentence,openai-large,150,1.0,1.0,1.0
sentence,openai-large,151,1.0,1.0,1.0
sentence,openai-large,152,0.6666666666666666,1.0,0.7653606369886217
sentence,openai-large,153,1.0,1.0,1.0
sentence,openai-large,154,1.0,1.0,1.0
sentence,openai-large,155,1.0,1.0,1.0
sentence,openai-large,156,1.0,1.0,1.0
sentence,openai-large,157,1.0,1.0,1.0
sentence,openai-large,158,0.5,1.0,0.6131471927654584
recursive,openai-small,0,1.0,1.0,1.0
recursive,openai-small,1,1.0,1.0,1.0
recursive,openai-small,2,1.0,1.0,1.0
recursive,openai-small,3,1.0,1.0,1.0
recursive,openai-small,4,0.6666666666666666,0.5,0.4776237035032179
recursive,openai-small,5,1.0,1.0,1.0
recursive,openai-small,6,0.0,0.0,0.0
recursive,openai-small,7,1.0,1.0,1.0
recursive,openai-small,8,1.0,1.0,1.0
recursive,openai-small,9,0.6666666666666666,0.3333333333333333,0.4367467095119258
recursive,openai-small,10,1.0,1.0,1.0
recursive,openai-small,11,1.0,0.5,0.6934264036172708
recursive,openai-small,12,1.0,1.0,1.0
recursive,openai-small,13,1.0,0.5,0.6934264036172708
recursive,openai-small,14,1.0,1.0,0.8772153153380493
recursive,openai-small,15,0.2,1.0,0.5087403079104241
recursive,openai-small,16,1.0,1.0,1.0
recursive,openai-small,17,1.0,1.0,0.8503449055347546
recursive,openai-small,18,1.0,1.0,1.0
recursive,openai-small,19,1.0,1.0,1.0
recursive,openai-small,20,0.6,0.5,0.5147714448836774
recursive,openai-small,21,0.5,1.0,0.6131471927654584
recursive,openai-small,22,1.0,1.0,1.0
recursive,openai-small,23,0.6666666666666666,1.0,0.7039180890341347
recursive,openai-small,24,0.5,1.0,0.6131471927654584
recursive,openai-small,25,1.0,1.0,1.0
recursive,openai-small,26,1.0,1.0,1.0
recursive,openai-small,27,0.4,1.0,0.4703652827859579
recursive,openai-small,28,1.0,1.0,0.8854598815714874
recursive,openai-small,29,1.0,1.0,1.0
recursive,openai-small,30,0.4,0.5,0.38356636737133565
recursive,openai-small,31,1.0,1.0,1.0
recursive,openai-small,32,1.0,1.0,1.0
recursive,openai-small,33,1.0,1.0,1.0
recursive,openai-small,34,0.25,1.0,0.3903800499921017
recursive,openai-small,35,1.0,1.0,1.0
recursive,openai-small,36,0.5,1.0,0.6131471927654584
recursive,openai-small,37,1.0,1.0,1.0
recursive,openai-small,38,1.0,1.0,1.0
recursive,openai-small,39,1.0,1.0,1.0
recursive,openai-small,40,0.5,1.0,0.6843515475204855
recursive,openai-small,41,0.5,1.0,0.6131471927654584
recursive,openai-small,42,0.5,1.0,0.6131471927654584
recursive,openai-small,43,0.5,1.0,0.6131471927654584
recursive,openai-small,44,1.0,1.0,0.9674679834891693
recursive,openai-small,45,1.0,1.0,1.0
recursive,openai-small,46,0.4,0.3333333333333333,0.3156484524795145
recursive,openai-small,47,1.0,1.0,1.0
recursive,openai-small,48,0.5,1.0,0.6131471927654584
recursive,openai-small,49,1.0,1.0,1.0
recursive,openai-small,50,0.5,1.0,0.6131471927654584
recursive,openai-small,51,1.0,0.3333333333333333,0.5437713091520254
recursive,openai-small,52,1.0,1.0,1.0
recursive,openai-small,53,1.0,1.0,1.0
recursive,openai-small,54,1.0,1.0,1.0
recursive,openai-small,55,0.125,1.0,0.3391602052736161
recursive,openai-small,56,1.0,1.0,1.0
recursive,openai-small,57,0.5,1.0,0.5855700749881525
recursive,openai-small,58,0.5,0.5,0.38685280723454163
recursive,openai-small,59,0.5714285714285714,1.0,0.8687949224876582
recursive,openai-small,60,0.3333333333333333,0.5,0.2960819109658652
recursive,openai-small,61,1.0,1.0,1.0
recursive,openai-small,62,0.5,1.0,0.6131471927654584
recursive,openai-small,63,0.6666666666666666,1.0,0.7039180890341347
recursive,openai-small,64,0.6666666666666666,1.0,0.8687949224876582
recursive,openai-small,65,1.0,1.0,1.0
recursive,openai-small,66,0.5,0.3333333333333333,0.3065735963827292
recursive,openai-small,67,1.0,1.0,1.0
recursive,openai-small,68,0.5,1.0,0.6131471927654584
recursive,openai-small,69,1.0,1.0,1.0
recursive,openai-small,70,1.0,1.0,1.0
recursive,openai-small,71,1.0,1.0,0.8772153153380493
recursive,openai-small,72,1.0,1.0,1.0
recursive,openai-small,73,1.0,1.0,1.0
recursive,openai-small,74,1.0,1.0,1.0
recursive,openai-small,75,0.5555555555555556,1.0,1.0
recursive,openai-small,76,0.6666666666666666,1.0,0.7039180890341347
recursive,openai-small,77,1.0,1.0,1.0
recursive,openai-small,78,1.0,1.0,1.0
recursive,openai-small,79,0.5,1.0,0.6131471927654584
recursive,openai-small,80,1.0,1.0,1.0
recursive,openai-small,81,0.6666666666666666,1.0,0.7653606369886217
recursive,openai-small,82,1.0,1.0,1.0
recursive,openai-small,83,1.0,1.0,1.0
recursive,openai-small,84,1.0,1.0,1.0
recursive,openai-small,85,0.3333333333333333,1.0,0.46927872602275644
recursive,openai-small,86,0.25,0.5,0.24630238874073
recursive,openai-small,87,0.5,1.0,0.6131471927654584
recursive,openai-small,88,0.5,1.0,0.5585075862632192
recursive,openai-small,89,0.5,0.5,0.38685280723454163
recursive,openai-small,90,0.6666666666666666,1.0,0.7653606369886217
recursive,openai-small,91,1.0,1.0,1.0
recursive,openai-small,92,1.0,1.0,1.0
recursive,openai-small,93,1.0,1.0,1.0
recursive,openai-small,94,1.0,1.0,1.0
recursive,openai-small,95,1.0,1.0,1.0
recursive,openai-small,96,1.0,1.0,1.0
recursive,openai-small,97,0.5,1.0,0.6131471927654584
recursive,openai-small,98,1.0,1.0,1.0
recursive,openai-small,99,1.0,1.0,1.0
recursive,openai-small,100,1.0,1.0,1.0
recursive,openai-small,101,1.0,1.0,1.0
recursive,openai-small,102,1.0,1.0,1.0
recursive,openai-small,103,1.0,1.0,1.0
recursive,openai-small,104,0.5,1.0,0.6131471927654584
recursive,openai-small,105,1.0,1.0,0.9197207891481876
recursive,openai-small,106,1.0,1.0,1.0
recursive,openai-small,107,0.25,1.0,0.48522855511632257
recursive,openai-small,108,1.0,1.0,1.0
recursive,openai-small,109,1.0,1.0,1.0
recursive,openai-small,110,0.3333333333333333,1.0,0.46927872602275644
recursive,openai-small,111,1.0,1.0,0.9674679834891693
recursive,openai-small,112,1.0,1.0,0.9828920819566879
recursive,openai-small,113,0.6666666666666666,0.5,0.49818925746641285
recursive,openai-small,114,1.0,0.5,0.6934264036172708
recursive,openai-small,115,1.0,1.0,1.0
recursive,openai-small,116,1.0,1.0,1.0
recursive,openai-small,117,1.0,1.0,1.0
recursive,openai-small,118,1.0,1.0,1.0
recursive,openai-small,119,1.0,1.0,1.0
recursive,openai-small,120,1.0,1.0,0.8772153153380493
recursive,openai-small,121,0.6666666666666666,1.0,0.7653606369886217
recursive,openai-small,122,1.0,1.0,1.0
recursive,openai-small,123,1.0,1.0,0.9469024295259745
recursive,openai-small,124,1.0,1.0,1.0
recursive,openai-small,125,1.0,1.0,0.9197207891481876
recursive,openai-small,126,0.75,1.0,0.75369761125927
recursive,openai-small,127,1.0,1.0,1.0
recursive,openai-small,128,1.0,1.0,1.0
recursive,openai-small,129,1.0,1.0,1.0
recursive,openai-small,130,0.2,1.0,0.3391602052736161
recursive,openai-small,131,0.3333333333333333,1.0,0.46927872602275644
recursive,openai-small,132,1.0,1.0,1.0
recursive,openai-small,133,0.5,1.0,0.5585075862632192
recursive,openai-small,134,0.6666666666666666,1.0,0.6713860725233041
recursive,openai-small,135,0.3333333333333333,1.0,0.46927872602275644
recursive,openai-small,136,1.0,1.0,1.0
recursive,openai-small,137,1.0,1.0,1.0
recursive,openai-small,138,0.5,1.0,0.6131471927654584
recursive,openai-small,139,1.0,1.0,1.0
recursive,openai-small,140,1.0,1.0,1.0
recursive,openai-small,141,1.0,1.0,0.8503449055347546
recursive,openai-small,142,1.0,1.0,1.0
recursive,openai-small,143,0.25,1.0,0.3903800499921017
recursive,openai-small,144,1.0,1.0,1.0
recursive,openai-small,145,1.0,1.0,1.0
recursive,openai-small,146,1.0,1.0,1.0
recursive,openai-small,147,1.0,1.0,1.0
recursive,openai-small,148,0.6666666666666666,1.0,0.7653606369886217
recursive,openai-small,149,1.0,1.0,1.0
recursive,openai-small,150,0.5,1.0,0.6131471927654584
recursive,openai-small,151,1.0,1.0,1.0
recursive,openai-small,152,0.75,0.5,0.592512031964586
recursive,openai-small,153,1.0,1.0,1.0
recursive,openai-small,154,1.0,1.0,1.0
recursive,openai-small,155,1.0,1.0,1.0
recursive,openai-small,156,1.0,1.0,1.0
recursive,openai-small,157,1.0,1.0,1.0
recursive,openai-small,158,0.5,1.0,0.6131471927654584
recursive,openai-large,0,1.0,1.0,1.0
recursive,openai-large,1,1.0,1.0,1.0
recursive,openai-large,2,1.0,1.0,1.0
recursive,openai-large,3,1.0,0.5,0.6309297535714575
recursive,openai-large,4,0.6666666666666666,1.0,0.6713860725233041
recursive,openai-large,5,1.0,1.0,1.0
recursive,openai-large,6,0.45454545454545453,1.0,1.0
recursive,openai-large,7,1.0,1.0,1.0
recursive,openai-large,8,1.0,1.0,1.0
recursive,openai-large,9,0.6666666666666666,1.0,0.7039180890341347
recursive,openai-large,10,1.0,1.0,1.0
recursive,openai-large,11,1.0,0.5,0.6934264036172708
recursive,openai-large,12,1.0,1.0,1.0
recursive,openai-large,13,1.0,0.5,0.6934264036172708
recursive,openai-large,14,1.0,1.0,0.8503449055347546
recursive,openai-large,15,0.3,1.0,0.639945385422766
recursive,openai-large,16,1.0,1.0,1.0
recursive,openai-large,17,1.0,1.0,0.9197207891481876
recursive,openai-large,18,1.0,1.0,1.0
recursive,openai-large,19,1.0,1.0,1.0
recursive,openai-large,20,0.6,1.0,0.6164336326286644
recursive,openai-large,21,1.0,1.0,0.9197207891481876
recursive,openai-large,22,1.0,1.0,1.0
recursive,openai-large,23,0.6666666666666666,1.0,0.7653606369886217
recursive,openai-large,24,0.5,1.0,0.6131471927654584
recursive,openai-large,25,1.0,1.0,1.0
recursive,openai-large,26,1.0,1.0,1.0
recursive,openai-large,27,0.2,1.0,0.3391602052736161
recursive,openai-large,28,0.6666666666666666,0.5,0.49818925746641285
recursive,openai-large,29,1.0,1.0,1.0
recursive,openai-large,30,0.6,0.5,0.5296347172140421
recursive,openai-large,31,1.0,1.0,1.0
recursive,openai-large,32,1.0,1.0,1.0
recursive,openai-large,33,1.0,1.0,1.0
recursive,openai-large,34,0.5,1.0,0.5855700749881525
recursive,openai-large,35,1.0,1.0,1.0
recursive,openai-large,36,0.5,1.0,0.6131471927654584
recursive,openai-large,37,1.0,1.0,1.0
recursive,openai-large,38,1.0,1.0,1.0
recursive,openai-large,39,1.0,1.0,1.0
recursive,openai-large,40,0.6666666666666666,1.0,0.7860137352654724
recursive,openai-large,41,1.0,1.0,0.8503449055347546
recursive,openai-large,42,0.5,1.0,0.6131471927654584
recursive,openai-large,43,0.5,1.0,0.6131471927654584
recursive,openai-large,44,1.0,1.0,0.9674679834891693
recursive,openai-large,45,1.0,1.0,1.0
recursive,openai-large,46,0.4,1.0,0.48522855511632257
recursive,openai-large,47,1.0,1.0,1.0
recursive,openai-large,48,0.5,1.0,0.6131471927654584
recursive,openai-large,49,1.0,1.0,1.0
recursive,openai-large,50,0.5,1.0,0.6131471927654584
recursive,openai-large,51,1.0,1.0,1.0
recursive,openai-large,52,1.0,1.0,1.0
recursive,openai-large,53,1.0,1.0,1.0
recursive,openai-large,54,1.0,1.0,1.0
recursive,openai-large,55,0.25,1.0,0.5531464700081437
recursive,openai-large,56,1.0,1.0,1.0
recursive,openai-large,57,0.75,1.0,0.787702056960637
recursive,openai-large,58,0.5,0.5,0.38685280723454163
recursive,openai-large,59,0.42857142857142855,1.0,0.6992148198508501
recursive,openai-large,60,0.6666666666666666,0.5,0.49818925746641285
recursive,openai-large,61,1.0,1.0,1.0
recursive,openai-large,62,1.0,1.0,1.0
recursive,openai-large,63,0.6666666666666666,1.0,0.7653606369886217
recursive,openai-large,64,0.8333333333333334,1.0,1.0
recursive,openai-large,65,1.0,0.5,0.6309297535714575
recursive,openai-large,66,0.5,1.0,0.6131471927654584
recursive,openai-large,67,1.0,1.0,1.0
recursive,openai-large,68,0.5,1.0,0.6131471927654584
recursive,openai-large,69,1.0,1.0,1.0
recursive,openai-large,70,1.0,1.0,1.0
recursive,openai-large,71,1.0,1.0,1.0
recursive,openai-large,72,1.0,1.0,1.0
recursive,openai-large,73,1.0,1.0,1.0
recursive,openai-large,74,1.0,1.0,1.0
recursive,openai-large,75,0.4444444444444444,1.0,0.830419897363192
recursive,openai-large,76,1.0,1.0,0.9674679834891693
